country,total_orders,total_spent,max_order_value,total_orders_7d,total_spent_7d,max_order_value_7d,total_orders_30d,total_spent_30d,max_order_value_30d,total_orders_90d,total_spent_90d,max_order_value_90d,total_orders_365d,max_order_value_365d,avg_order_value,transaction_velocity_7_30,transaction_velocity_30_90,avg_days_between_orders,weekend_purchases,weekend_share,recency_days,recency_score,frequency_score,monetary_score,rfm_score,segment_name
United Kingdom,1,162.25,35.400000000000006,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,162.25,0.0,0.0,999.0,0,0.0,725,5,5,5,555,whale
United Kingdom,6,1044.3700000000008,38.25,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,30.0,174.0616666666668,0.0,0.0,64.85,5,0.83,173,3,2,3,323,whale
United Kingdom,1,259.09000000000003,30.599999999999998,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,259.09000000000003,0.0,0.0,999.0,0,0.0,409,5,5,5,555,whale
United Kingdom,1,110.92000000000003,19.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,19.8,110.92000000000003,0.0,0.0,999.0,0,0.0,163,3,5,5,355,whale
United Kingdom,6,2172.6,1019.9999999999999,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,362.09999999999997,0.0,0.0,27.78,2,0.33,537,5,2,2,522,whale
United Kingdom,1,85.13000000000001,8.850000000000001,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,8.850000000000001,85.13000000000001,0.0,0.0,999.0,0,0.0,114,3,5,5,355,whale
United Kingdom,3,855.7100000000006,29.9,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,285.23666666666685,0.0,0.0,138.35,0,0.0,512,5,3,3,533,whale
United Kingdom,2,242.26000000000002,25.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,11.8,121.13000000000001,0.0,0.0,171.0,0,0.0,288,4,4,5,445,whale
United Kingdom,2,288.96999999999997,23.25,0,0.0,0.0,0,0.0,0.0,1,153.64000000000001,8.5,1,8.5,144.48499999999999,0.0,0.0,317.0,1,0.5,54,2,4,4,244,whale
United Kingdom,2,1079.1,130.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,539.55,0.0,0.0,0.0,0,0.0,606,5,4,3,543,whale
United Kingdom,1,158.09,50.849999999999994,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,158.09,0.0,0.0,999.0,0,0.0,595,5,5,5,555,whale
United Kingdom,8,2330.4100000000003,124.80000000000001,0,0.0,0.0,0,0.0,0.0,1,57.83,12.5,3,124.80000000000001,291.30125000000004,0.0,0.0,116.01,0,0.0,77,3,2,2,322,whale
United Kingdom,2,252.52,31.200000000000003,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,15.0,126.26,0.0,0.0,406.0,0,0.0,217,4,4,5,445,whale
United Kingdom,1,428.92999999999995,26.55,0,0.0,0.0,0,0.0,0.0,1,428.9299999999999,26.55,1,26.55,428.92999999999995,0.0,0.0,999.0,0,0.0,60,3,4,4,344,whale
United Kingdom,1,217.2,19.9,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,19.9,217.2,0.0,0.0,999.0,0,0.0,277,4,5,5,455,whale
United Kingdom,1,279.77000000000004,50.0,0,0.0,0.0,1,279.77,50.0,1,279.77,50.0,1,50.0,279.77000000000004,0.0,1.0,999.0,0,0.0,24,2,5,4,254,whale
United Kingdom,1,202.68,70.80000000000001,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,202.68,0.0,0.0,999.0,0,0.0,639,5,5,5,555,whale
United Kingdom,1,1109.4,30.599999999999998,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1109.4,0.0,0.0,999.0,0,0.0,568,5,4,3,543,whale
United Kingdom,2,153.51999999999998,19.799999999999997,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,76.75999999999999,0.0,0.0,0.0,2,1.0,397,4,4,5,445,whale
United Kingdom,3,671.4300000000001,153.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,134.55,223.81000000000003,0.0,0.0,263.83,1,0.33,351,4,3,3,433,whale
United Kingdom,2,70.74000000000001,35.7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,35.370000000000005,0.0,0.0,213.0,0,0.0,463,5,4,5,545,whale
United Kingdom,2,173.16,30.599999999999998,0,0.0,0.0,0,0.0,0.0,2,173.16,30.599999999999998,2,30.599999999999998,86.58,0.0,0.0,20.0,0,0.0,50,2,4,5,245,whale
United Kingdom,2,227.87,35.400000000000006,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,113.935,0.0,0.0,332.0,0,0.0,392,4,4,5,445,whale
United Kingdom,6,1101.4399999999998,57.12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,38.25,183.5733333333333,0.0,0.0,46.55,0,0.0,177,3,2,3,323,whale
United Kingdom,1,30.1,14.850000000000001,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,30.1,0.0,0.0,999.0,0,0.0,619,5,5,5,555,whale
United Kingdom,1,921.3699999999999,239.04000000000002,0,0.0,0.0,0,0.0,0.0,1,921.3700000000002,239.04000000000002,1,239.04000000000002,921.3699999999999,0.0,0.0,999.0,0,0.0,37,2,4,3,243,whale
United Kingdom,5,396.02999999999986,24.900000000000002,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,24.900000000000002,79.20599999999997,0.0,0.0,101.02,1,0.2,151,3,2,4,324,whale
United Kingdom,1,127.09999999999998,39.6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,39.6,127.09999999999998,0.0,0.0,999.0,0,0.0,162,3,5,5,355,whale
United Kingdom,8,1375.389999999998,50.849999999999994,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,171.92374999999976,0.0,0.0,47.3,5,0.63,376,4,2,2,422,whale
United Kingdom,1,95.96000000000004,8.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,95.96000000000004,0.0,0.0,999.0,1,1.0,376,4,5,5,455,whale
United Kingdom,1,455.30000000000007,39.599999999999994,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,39.599999999999994,455.30000000000007,0.0,0.0,999.0,0,0.0,176,3,4,4,344,whale
United Kingdom,3,1139.1000000000004,120.96,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,379.7000000000001,0.0,0.0,57.0,0,0.0,592,5,3,3,533,whale
United Kingdom,1,579.6,204.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,579.6,0.0,0.0,999.0,1,1.0,677,5,4,4,544,whale
United Kingdom,3,456.58,30.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,30.0,152.19333333333333,0.0,0.0,51.56,0,0.0,255,4,3,4,434,whale
United Kingdom,5,1496.6000000000001,45.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,299.32000000000005,0.0,0.0,104.85,1,0.2,382,4,2,2,422,whale
United Kingdom,3,217.9,61.199999999999996,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,72.63333333333334,0.0,0.0,51.75,0,0.0,582,5,3,5,535,whale
United Kingdom,1,388.5799999999999,60.0,0,0.0,0.0,0,0.0,0.0,1,388.58,60.0,1,60.0,388.5799999999999,0.0,0.0,999.0,0,0.0,46,2,4,4,244,whale
United Kingdom,1,199.8,83.4,0,0.0,0.0,0,0.0,0.0,1,199.8,83.4,1,83.4,199.8,0.0,0.0,999.0,0,0.0,70,3,5,5,355,whale
United Kingdom,1,357.6,223.20000000000002,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,357.6,0.0,0.0,999.0,0,0.0,487,5,4,4,544,whale
United Kingdom,2,563.3700000000001,30.599999999999998,0,0.0,0.0,0,0.0,0.0,1,324.57,30.599999999999998,1,30.599999999999998,281.68500000000006,0.0,0.0,540.0,0,0.0,35,2,3,4,234,whale
United Kingdom,2,548.0199999999999,24.96,0,0.0,0.0,0,0.0,0.0,1,240.68,24.96,1,24.96,274.00999999999993,0.0,0.0,374.0,0,0.0,53,2,3,4,234,whale
United Kingdom,4,1199.31,70.80000000000001,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,299.8275,0.0,0.0,60.88,1,0.25,428,5,3,2,532,whale
United Kingdom,2,88.48,34.56,0,0.0,0.0,0,0.0,0.0,1,48.480000000000004,34.56,1,34.56,44.24,0.0,0.0,570.0,0,0.0,78,3,4,5,345,whale
United Kingdom,1,216.39,29.880000000000003,0,0.0,0.0,0,0.0,0.0,1,216.39000000000001,29.880000000000003,1,29.880000000000003,216.39,0.0,0.0,999.0,0,0.0,52,2,5,5,255,whale
United Kingdom,9,1708.97,53.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,17.0,189.88555555555556,0.0,0.0,45.82,0,0.0,336,4,1,2,412,whale
United Kingdom,1,298.48,30.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,30.0,298.48,0.0,0.0,999.0,0,0.0,184,3,5,4,354,whale
United Kingdom,1,112.46,25.0,0,0.0,0.0,0,0.0,0.0,1,112.46,25.0,1,25.0,112.46,0.0,0.0,999.0,0,0.0,51,2,5,5,255,whale
United Kingdom,2,195.15,89.25,0,0.0,0.0,0,0.0,0.0,2,195.15,89.25,2,89.25,97.575,0.0,0.0,25.0,1,0.5,36,2,4,5,245,whale
United Kingdom,1,393.82,60.48,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,393.82,0.0,0.0,999.0,0,0.0,610,5,4,4,544,whale
United Kingdom,4,3147.359999999999,165.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,786.8399999999998,0.0,0.0,77.12,0,0.0,437,5,2,1,521,whale
United Kingdom,1,277.16,67.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,277.16,0.0,0.0,999.0,0,0.0,438,5,5,5,555,whale
United Kingdom,3,828.55,59.400000000000006,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,276.18333333333334,0.0,0.0,84.94,0,0.0,396,4,3,3,433,whale
United Kingdom,4,776.8499999999997,30.0,0,0.0,0.0,0,0.0,0.0,1,357.80999999999995,30.0,4,30.0,194.21249999999992,0.0,0.0,43.52,0,0.0,32,2,3,3,233,whale
United Kingdom,8,2437.0500000000006,139.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,19.9,304.6312500000001,0.0,0.0,95.23,1,0.13,141,3,2,2,322,whale
United Kingdom,4,588.1300000000002,35.400000000000006,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,35.400000000000006,147.03250000000006,0.0,0.0,57.5,0,0.0,116,3,2,4,324,whale
United Kingdom,3,1067.5200000000002,39.8,0,0.0,0.0,0,0.0,0.0,1,393.9199999999999,23.400000000000002,2,39.8,355.8400000000001,0.0,0.0,188.47,0,0.0,74,3,3,3,333,whale
United Kingdom,2,566.9,81.12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,283.45,0.0,0.0,65.0,0,0.0,457,5,3,4,534,whale
United Kingdom,4,2240.900000000001,81.6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,560.2250000000003,0.0,0.0,40.39,0,0.0,450,5,2,2,522,whale
United Kingdom,1,596.6700000000002,30.599999999999998,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,596.6700000000002,0.0,0.0,999.0,1,1.0,642,5,4,3,543,whale
United Kingdom,13,4335.959999999997,175.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,333.53538461538443,0.0,0.0,20.92,3,0.23,509,5,1,1,511,whale
United Kingdom,1,25.5,25.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,25.5,0.0,0.0,999.0,0,0.0,395,4,5,5,455,whale
United Kingdom,4,1444.58,71.6,0,0.0,0.0,0,0.0,0.0,1,418.06000000000006,53.1,2,71.6,361.145,0.0,0.0,163.31,1,0.25,89,3,3,2,332,whale
United Kingdom,6,2265.2000000000003,212.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,377.53333333333336,0.0,0.0,29.05,1,0.17,378,4,2,2,422,whale
United Kingdom,3,1065.0799999999997,39.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,39.8,355.0266666666666,0.0,0.0,244.56,0,0.0,134,3,3,3,333,whale
United Kingdom,1,105.78000000000003,23.700000000000003,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,105.78000000000003,0.0,0.0,999.0,0,0.0,729,5,5,5,555,whale
United Kingdom,3,663.9999999999999,66.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,66.4,221.3333333333333,0.0,0.0,18.2,0,0.0,191,4,3,3,433,whale
United Kingdom,4,803.5399999999997,22.950000000000003,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,22.950000000000003,200.88499999999993,0.0,0.0,62.29,1,0.25,166,3,3,3,333,whale
United Kingdom,5,784.8100000000003,22.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,22.5,156.96200000000005,0.0,0.0,46.38,0,0.0,157,3,2,3,323,whale
United Kingdom,1,169.00000000000003,25.200000000000003,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,169.00000000000003,0.0,0.0,999.0,0,0.0,415,5,5,5,555,whale
United Kingdom,2,639.5000000000001,58.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,58.0,319.75000000000006,0.0,0.0,63.0,0,0.0,204,4,3,3,433,whale
United Kingdom,4,1660.3500000000004,510.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,306.0,415.0875000000001,0.0,0.0,17.0,0,0.0,336,4,3,2,432,whale
United Kingdom,2,553.88,25.200000000000003,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,276.94,0.0,0.0,107.0,1,0.5,521,5,3,4,534,whale
United Kingdom,5,1325.9899999999998,89.69999999999999,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,49.800000000000004,265.198,0.0,0.0,101.16,0,0.0,91,3,2,2,322,whale
United Kingdom,1,48.0,17.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,17.4,48.0,0.0,0.0,999.0,0,0.0,115,3,5,5,355,whale
United Kingdom,1,560.67,25.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,25.5,560.67,0.0,0.0,999.0,1,1.0,243,4,4,4,444,whale
United Kingdom,4,748.4999999999999,30.0,0,0.0,0.0,0,0.0,0.0,1,184.86999999999998,30.0,4,30.0,187.12499999999997,0.0,0.0,78.88,0,0.0,45,2,3,3,233,whale
United Kingdom,1,30.0,30.0,0,0.0,0.0,1,30.0,30.0,1,30.0,30.0,1,30.0,30.0,0.0,1.0,999.0,0,0.0,22,2,5,5,255,whale
United Kingdom,8,2097.3200000000006,76.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,76.5,262.1650000000001,0.0,0.0,105.7,0,0.0,190,4,2,2,422,whale
United Kingdom,3,532.49,63.5,0,0.0,0.0,0,0.0,0.0,1,306.45000000000005,49.5,1,49.5,177.49666666666667,0.0,0.0,313.44,0,0.0,43,2,3,4,234,whale
United Kingdom,8,1215.95,174.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,174.0,151.99375,0.0,0.0,34.64,1,0.13,317,4,2,2,422,whale
United Kingdom,2,283.72999999999996,70.80000000000001,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,141.86499999999998,0.0,0.0,77.0,0,0.0,661,5,4,4,544,whale
United Kingdom,1,138.14000000000001,23.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,23.4,138.14000000000001,0.0,0.0,999.0,0,0.0,106,3,5,5,355,whale
United Kingdom,2,632.94,46.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,316.47,0.0,0.0,23.0,1,0.5,472,5,3,3,533,whale
United Kingdom,1,301.32000000000005,41.400000000000006,0,0.0,0.0,0,0.0,0.0,1,301.32000000000005,41.400000000000006,1,41.400000000000006,301.32000000000005,0.0,0.0,999.0,0,0.0,39,2,5,4,254,whale
United Kingdom,1,76.32000000000001,76.32000000000001,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,76.32000000000001,76.32000000000001,0.0,0.0,999.0,0,0.0,217,4,5,5,455,whale
United Kingdom,2,325.20000000000005,59.400000000000006,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,19.8,162.60000000000002,0.0,0.0,260.0,0,0.0,296,4,4,4,444,whale
United Kingdom,1,45.300000000000004,17.700000000000003,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,45.300000000000004,0.0,0.0,999.0,0,0.0,725,5,5,5,555,whale
United Kingdom,4,542.04,27.36,0,0.0,0.0,0,0.0,0.0,1,98.3,22.5,3,27.36,135.51,0.0,0.0,112.71,1,0.25,81,3,2,4,324,whale
United Kingdom,2,318.24,22.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,159.12,0.0,0.0,88.0,0,0.0,599,5,4,4,544,whale
United Kingdom,2,524.54,40.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,40.8,262.27,0.0,0.0,356.0,1,0.5,117,3,3,4,334,whale
United Kingdom,3,173.95000000000002,39.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,57.98333333333334,0.0,0.0,114.0,0,0.0,547,5,3,5,535,whale
United Kingdom,1,55.980000000000004,17.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,55.980000000000004,0.0,0.0,999.0,0,0.0,450,5,5,5,555,whale
United Kingdom,1,90.0,90.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,90.0,0.0,0.0,999.0,0,0.0,420,5,5,5,555,whale
United Kingdom,1,190.57,23.6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,190.57,0.0,0.0,999.0,1,1.0,418,5,5,5,555,whale
United Kingdom,3,521.0300000000001,81.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,81.0,173.6766666666667,0.0,0.0,251.33,0,0.0,119,3,3,4,334,whale
United Kingdom,4,571.3,102.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,91.8,142.825,0.0,0.0,154.89,1,0.25,252,4,2,4,424,whale
United Kingdom,1,191.04000000000002,24.900000000000002,0,0.0,0.0,1,191.04000000000002,24.900000000000002,1,191.04000000000002,24.900000000000002,1,24.900000000000002,191.04000000000002,0.0,1.0,999.0,0,0.0,28,2,5,5,255,whale
United Kingdom,1,37.5,37.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,37.5,0.0,0.0,999.0,0,0.0,659,5,5,5,555,whale
United Kingdom,4,1112.09,76.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,38.25,278.0225,0.0,0.0,192.32,0,0.0,266,4,3,3,433,whale
United Kingdom,1,246.75,27.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,246.75,0.0,0.0,999.0,0,0.0,689,5,5,5,555,whale
United Kingdom,1,46.2,31.200000000000003,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,46.2,0.0,0.0,999.0,0,0.0,624,5,5,5,555,whale
United Kingdom,2,696.6799999999996,40.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,40.8,348.3399999999998,0.0,0.0,1.0,1,0.5,172,3,3,3,333,whale
Other,1,112.57000000000001,13.200000000000001,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,112.57000000000001,0.0,0.0,999.0,0,0.0,476,5,5,5,555,whale
United Kingdom,1,211.5,107.10000000000001,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,107.10000000000001,211.5,0.0,0.0,999.0,1,1.0,264,4,5,5,455,whale
United Kingdom,1,143.10000000000002,60.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,60.0,143.10000000000002,0.0,0.0,999.0,1,1.0,201,4,5,5,455,whale
United Kingdom,4,1060.56,102.0,0,0.0,0.0,0,0.0,0.0,3,610.51,102.0,4,102.0,265.14,0.0,0.0,37.15,1,0.25,63,3,3,3,333,whale
United Kingdom,2,327.8499999999999,38.25,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,38.160000000000004,163.92499999999995,0.0,0.0,306.0,0,0.0,283,4,4,4,444,whale
United Kingdom,1,898.8699999999999,46.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,898.8699999999999,0.0,0.0,999.0,0,0.0,417,5,4,3,543,whale
United Kingdom,2,420.24999999999994,34.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,210.12499999999997,0.0,0.0,128.0,1,0.5,556,5,4,4,544,whale
United Kingdom,4,839.6400000000002,53.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,53.1,209.91000000000005,0.0,0.0,178.44,0,0.0,143,3,3,3,333,whale
United Kingdom,5,658.02,34.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,131.60399999999998,0.0,0.0,28.44,0,0.0,555,5,2,3,523,whale
United Kingdom,5,607.0000000000001,53.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,35.400000000000006,121.40000000000002,0.0,0.0,102.52,0,0.0,234,4,2,3,423,whale
United Kingdom,1,293.79,30.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,293.79,0.0,0.0,999.0,0,0.0,540,5,5,4,554,whale
United Kingdom,4,930.7000000000005,60.839999999999996,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,29.849999999999998,232.67500000000013,0.0,0.0,63.11,1,0.25,364,4,3,3,433,whale
United Kingdom,3,310.84999999999997,35.7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,35.7,103.61666666666666,0.0,0.0,98.0,1,0.33,201,4,3,4,434,whale
United Kingdom,1,321.91,31.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,321.91,0.0,0.0,999.0,1,1.0,390,4,5,4,454,whale
United Kingdom,2,544.5999999999999,102.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,272.29999999999995,0.0,0.0,65.0,0,0.0,379,4,3,4,434,whale
United Kingdom,3,192.54999999999998,23.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,23.0,64.18333333333332,0.0,0.0,135.14,0,0.0,212,4,3,5,435,whale
United Kingdom,5,1726.5800000000004,33.0,0,0.0,0.0,0,0.0,0.0,1,343.65999999999997,25.200000000000003,3,33.0,345.3160000000001,0.0,0.0,96.68,0,0.0,65,3,2,2,322,whale
United Kingdom,1,125.30000000000001,26.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,125.30000000000001,0.0,0.0,999.0,0,0.0,553,5,5,5,555,whale
United Kingdom,10,1543.9700000000003,39.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,20.8,154.39700000000002,0.0,0.0,57.08,1,0.1,212,4,1,2,412,whale
United Kingdom,1,162.3,19.799999999999997,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,19.799999999999997,162.3,0.0,0.0,999.0,0,0.0,282,4,5,5,455,whale
United Kingdom,4,1968.3,207.50000000000003,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,207.50000000000003,492.075,0.0,0.0,142.25,0,0.0,114,3,3,2,332,whale
United Kingdom,1,327.67999999999995,30.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,327.67999999999995,0.0,0.0,999.0,0,0.0,421,5,5,4,554,whale
United Kingdom,2,1767.1200000000008,51.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,883.5600000000004,0.0,0.0,0.0,0,0.0,435,5,4,2,542,whale
United Kingdom,1,449.12,107.28,0,0.0,0.0,0,0.0,0.0,1,449.12000000000006,107.28,1,107.28,449.12,0.0,0.0,999.0,0,0.0,66,3,4,4,344,whale
United Kingdom,1,154.88,28.080000000000002,0,0.0,0.0,0,0.0,0.0,1,154.88000000000002,28.080000000000002,1,28.080000000000002,154.88,0.0,0.0,999.0,0,0.0,49,2,5,5,255,whale
United Kingdom,2,208.62,35.400000000000006,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,104.31,0.0,0.0,160.0,0,0.0,458,5,4,5,545,whale
United Kingdom,1,156.87,16.95,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,156.87,0.0,0.0,999.0,0,0.0,619,5,5,5,555,whale
United Kingdom,1,34.8,13.919999999999998,0,0.0,0.0,0,0.0,0.0,1,34.8,13.919999999999998,1,13.919999999999998,34.8,0.0,0.0,999.0,0,0.0,77,3,5,5,355,whale
United Kingdom,1,196.88000000000002,18.75,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,18.75,196.88000000000002,0.0,0.0,999.0,0,0.0,134,3,5,5,355,whale
United Kingdom,3,609.81,396.90000000000003,0,0.0,0.0,0,0.0,0.0,1,144.35999999999996,19.5,1,19.5,203.26999999999998,0.0,0.0,282.07,1,0.33,40,2,3,3,233,whale
United Kingdom,10,1339.540000000001,45.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,133.95400000000012,0.0,0.0,44.29,10,1.0,460,5,1,2,512,whale
United Kingdom,1,79.2,79.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,79.2,79.2,0.0,0.0,999.0,0,0.0,304,4,5,5,455,whale
United Kingdom,4,528.0099999999995,12.75,0,0.0,0.0,0,0.0,0.0,1,168.12000000000012,9.95,4,12.75,132.00249999999988,0.0,0.0,64.32,2,0.5,61,3,2,4,324,whale
United Kingdom,1,205.25,34.0,0,0.0,0.0,1,205.25,34.0,1,205.25,34.0,1,34.0,205.25,0.0,1.0,999.0,0,0.0,24,2,5,5,255,whale
United Kingdom,7,830.9299999999998,183.60000000000002,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,68.0,118.70428571428569,0.0,0.0,97.0,0,0.0,218,4,2,3,423,whale
United Kingdom,1,143.04999999999998,39.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,143.04999999999998,0.0,0.0,999.0,0,0.0,442,5,5,5,555,whale
United Kingdom,2,583.75,25.5,0,0.0,0.0,0,0.0,0.0,2,583.75,25.5,2,25.5,291.875,0.0,0.0,12.0,0,0.0,65,3,3,4,334,whale
United Kingdom,2,1007.0200000000003,29.700000000000003,0,0.0,0.0,0,0.0,0.0,2,1007.0200000000003,29.700000000000003,2,29.700000000000003,503.51000000000016,0.0,0.0,46.0,0,0.0,31,2,4,3,243,whale
United Kingdom,1,370.62999999999994,23.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,370.62999999999994,0.0,0.0,999.0,0,0.0,666,5,4,4,544,whale
United Kingdom,3,831.0600000000001,130.8,0,0.0,0.0,0,0.0,0.0,1,315.05999999999995,61.199999999999996,1,61.199999999999996,277.02000000000004,0.0,0.0,317.3,0,0.0,64,3,3,3,333,whale
United Kingdom,46,80572.52000000002,1326.0,1,3404.0,716.0,1,3404.0,716.0,7,14389.0,716.0,25,1326.0,1751.5765217391308,1.0,0.14285714285714285,19.96,2,0.04,7,1,1,1,111,whale
